Gene Symbol,GSM155938,GSM155940,GSM155941,GSM155942,GSM155963,GSM155985,GSM155990
CCNA1,2.30478261673093,2.299810252202,2.32284535727484,2.29809520273891,2.33420212102672,2.29971942037828,2.3147661213263198
KRT1,2.10707852835991,2.1007354967676597,2.1197678425472097,2.09784336189403,2.2591278335990497,2.10369569244328,2.1121029168723
PNOC,2.8812456483965896,2.9029225412701805,3.5202462227070295,2.7628165259811097,2.86824029827309,2.9740611866254802,2.8753731420987796
KCNN3,3.59085348416184,2.6131850816025297,2.5597120551779704,3.0205573159356898,2.638785159588,4.63024236689313,2.63101112713624
MICA,6.636434665274599,7.5563527721557495,7.50666858164725,6.87619767659286,7.1139296521387,6.973462039319731,5.950148764865861
FOXJ1,3.49795719174617,3.4986210691958903,3.51804408590476,3.69438992740731,3.52385046621514,3.4945308165815896,3.51615386101184
OMD,3.43540190511862,2.84071499114108,2.99294603806971,2.96249719972014,2.8806757309641897,2.8666726186995297,2.7276395099869197
POLE2,4.6095363196368,5.26156466327013,4.7151520696624605,6.319258443910821,5.04022176341946,4.08887090317186,5.511885454650541
PTH1R,5.87795278773103,5.524740720747861,5.4701138207657,5.56109697355281,5.6207359503581396,5.586935839362611,5.7823246848703205
PNLIP,2.53587379594567,2.52794860032792,2.5564662027844,2.52641191187448,2.5564662027844,2.52903880633164,2.59076008809435
PLIN1,4.05065840897574,4.2493619020513,4.28079303663464,5.80070062603623,4.717144481138661,3.78768320084532,7.29559446910162
GRIN1,2.11959854272871,2.15079360815564,2.14536769080418,2.22153994895726,2.14398108782114,2.11909052403687,2.2234410855123197
S100A7,2.66355867346798,2.6805404073178996,2.7112085418109304,2.70561524769696,2.71933241268803,2.70036203247041,2.7054338865129703
SLC4A3,2.71537944243082,2.42273085988685,2.68215301187835,2.4145252516099904,2.71303369462381,2.6912817828764397,2.69350033895649
HBE1,2.7784861528207405,2.9116532373085295,2.79591652822326,2.75482765579458,3.5499401895974203,3.1919621158007403,2.8432020049782203
SLC6A6,2.1976169547326396,2.1698288185667898,2.1995749841716,2.1602716038993,2.18214244331468,2.15740595579507,2.18337217416302
VNN2,8.25840585640599,5.8947328963976595,7.5029431587247695,4.8615981189443795,3.6276185103724106,5.72135078372278,3.61992942411608
RELN,8.83563042865348,10.0737934609411,5.87938229974868,10.940974222223899,9.02388739108828,12.1332963657006,11.870291504035
RAB3B,3.3470277817422796,8.645863745182881,3.6731832649482996,4.20686979932422,2.54960264012995,2.5349903870387096,2.52635682099001
IL27RA,3.3347398786686404,3.6632990718423395,3.7659696109394503,3.65998162590662,3.48469241154567,3.6366594187983297,3.6863996750728703
CTSE,2.65025447166129,2.8446286930978597,2.84555428080683,2.84542983285115,2.8506314255659198,2.72838639703201,2.84093851477646
ZNF443,7.034347791967879,6.68114000291329,6.43267885596367,7.21412480535285,6.77522177890566,7.497684211191991,7.70451926870677
GPA33,2.12805909253297,2.13668685840992,2.1454916045421,2.12254020343497,2.15162830473039,2.13473679996293,2.27983675190691
