Gene Symbol,GSM155919,GSM155926,GSM155927,GSM155928,GSM155947,GSM155948,GSM155961,GSM155964,GSM155988,GSM155989
ADGRA3,7.33877203174065,7.9135955451590005,6.32066518412251,6.65558080965278,6.733815278544871,6.5375228294969,6.74311099135192,6.736780737021429,5.76227705120984,5.998461808383699
ST6GAL2,2.62546221244257,3.0989988911479904,2.65274346104922,2.5735538826236697,2.40563844767483,2.4623403053949104,2.47340248800561,2.5500855332900496,2.49155041922141,2.66949397786521
LINC01126,2.3567326026841,2.31739379981345,2.7222561626566404,2.45158830666221,2.36083620084218,2.45121638796454,2.29410018207344,2.3061718132258395,2.28155582792885,2.33854707073945
PAXBP1,4.46231412717042,4.62182917319468,3.45972012879542,4.54768425421067,4.64485418947493,4.880984219380741,5.764953838591611,5.07846466986672,4.51533399381493,4.36430627953561
MOCS1,3.23940109682601,3.2751128611275204,3.6176746254686805,3.1547306335219196,3.6319889571754103,3.13061133348615,3.1188862700292903,3.9408902662165,4.42546601870655,3.31440940802444
PER3,3.42204457671319,3.6072356106592,4.2723591813866495,3.74661374442545,3.30234829941141,3.3969814594918706,3.41019183386114,3.4978678002934105,3.6310926382911197,3.4777550289759303
FAM9A,3.09293638332241,3.07346208520192,3.0793251985289802,3.10102640932056,2.90012873201067,2.94379758132106,2.95121103362965,3.00733366334326,2.9615251698294403,3.0132192591253597
FGD6,3.7506600957808196,3.6362997963518597,4.080478594337411,3.7399668825808297,3.64152290878943,3.5679469516235094,4.59251085701183,3.81609790134014,3.7962447198426603,3.5946321470064597
OTUD7B,4.01612186947902,4.448141090222321,4.40518912660993,3.9545871812501003,3.81333997967364,3.90077988147671,3.84862794760517,3.9432368449190496,3.90983069560852,3.9118066094493105
BCL2L2,2.66912430291486,3.4496406051171804,2.4622539154513503,2.61016615674139,3.17698332465716,2.98987470324456,3.42492208821069,2.90956575582295,3.3829162102731605,3.20907431595167
SLC9B1,3.0687481879426497,2.77041890299411,3.06747867622552,2.98267238248162,2.6782341991758702,2.72995512456862,2.74065345459468,2.80193464627335,2.7317827914203,2.9374762250990294
ARL17B,2.37010567858434,2.1164812056968603,2.14936993752778,2.29393838576327,2.0382078890627198,2.1156758517545198,2.0822052574528103,2.1054802971276296,2.08680414304676,2.0940231974963
ATF2,3.7268203205031196,4.18007623396462,4.11155719909679,3.96028928366625,4.11255835806266,4.42499596734997,4.07277467164112,4.19381904409801,3.67521750631685,4.13524754980957
FCHO2,4.050371091501209,4.3831443836065604,5.14194362772297,4.00165814604568,3.5722591092789195,3.8835817183292995,4.31375375358506,3.9799795867438705,4.2628916320726,3.95488491655864
QKI,7.07848174884012,6.58623631882041,6.256378546136861,6.012083671257759,6.74846123300404,6.65225702218969,6.9036649733968405,7.20680925250159,7.23902563336514,7.291308859828969
MLLT6,4.72296323139194,4.79580330556621,5.12416267883585,4.812564967688401,4.67325111922632,4.681870879961441,4.72898711006756,4.771151370453611,4.74711881638081,4.71095517167807
ARHGAP8,2.3471071770538,2.21541146364649,2.28389214787531,2.17349845588945,2.1655325285713,2.7980401430908297,2.3843676069041,2.27823756860674,2.45129288971342,2.20327634367544
KIF26B,2.44200925566774,2.23067645450735,2.32572027990579,2.2303505961030696,2.12676145688148,2.39979726533245,2.24767539944058,2.22028041943548,2.1672423019531997,2.7506129358541296
PGPEP1,4.656822398808349,4.693793584727531,4.683297833685559,4.492109552652611,4.73458498766533,4.5859239769585995,5.771661130093371,4.66987716048909,4.8419379062754,4.719933622097639
NAMPT,9.52277766952458,10.967845864891801,9.905501332941698,8.67773725685753,9.14647957845689,9.10938929181918,11.588114949388098,10.344939428313301,12.2481766415693,11.154495364853101
CALN1,2.12229833146841,2.12592216004902,2.14036967065153,2.1149666349894,2.0494878850535403,2.0800367957318797,2.09031485925258,2.11582897017179,2.08586650742246,2.09946017053476
ST3GAL3,3.40238110612346,3.3800367442885397,3.42823620867554,3.34364943571691,3.16127017348075,3.34898303734132,3.26214296573123,3.3609120314222505,3.2963546162764903,3.45055144330648
STX19,3.61814466588625,3.3063541189165,3.44433577076015,3.3088952479562797,3.03671958991279,3.0999919739144803,3.09646427501803,3.1554092397928,3.1110981022797697,3.13567604602773
PBLD,10.2377118882766,10.232768667110902,10.330513584006699,10.5359071464768,10.280388010868899,10.5497846679479,9.82056511891634,10.3751806521121,9.857250134744051,9.55844941381291
PRKAA1,2.5747385274577703,2.59667996549179,2.64430624042323,2.58508752887356,2.5157074065004705,2.5731078746972997,2.58495528722792,3.14078847000139,2.5828233224026604,2.60488498299381
IGHV7-81,2.43925610116591,2.31671922993709,2.3727069860415098,2.3171969622262796,2.19174266052378,2.26150373625024,2.26921571664034,2.30795887314929,2.26467153659114,2.28428314140904
LOC100132686,3.1521038982392104,3.1623679634542996,3.3599568367738395,3.24525225214938,3.0929160928474597,3.20063303645652,3.03002702246458,3.0772515456787097,3.06119554718004,3.05719203698848
TERF2,2.73552650970757,2.6023974911953998,2.68025008202047,3.0006436590562497,2.4685676779514303,2.52225917893046,2.53019562385605,2.6140054014377,2.53150123822414,2.58022750823107
MTUS2-AS1,3.61796841867557,3.6039882713993503,3.63670581516562,3.60302689008152,3.5210633038762005,3.5531269988708503,3.5653412697482096,3.59390349201675,3.5678374616192206,3.57345935984961
TAT,3.9617714793489904,5.489289234320969,4.12253192081899,4.19410281574348,8.51144827229547,5.37452483629066,2.57375502586383,8.54020167325303,2.35323576689106,2.3181172366345497
FHL5,2.5702273201735095,2.45055408258153,2.4975101790838,2.45813260845819,2.36120689023873,2.42084885696507,2.4188268064787297,2.5161462951371,2.4175933127039,2.46663756013066
ZNF277,4.43923748088931,4.08686866801297,4.35950711448382,4.1560405913919904,4.37850468720321,3.9553500050032504,4.0874713276668,4.03143048681848,3.9544196781329197,3.8765267691360896
FBXO36,3.1249566954353796,2.8688131733692597,3.1230221697863,2.95716427640036,2.621709633131,2.7835530403515696,2.78586646631575,2.84071700502213,2.7757164091733397,2.84397982539359
LINC00421,2.27849034561648,2.29841784635138,2.27557328359255,2.29757295381202,2.2022641184891496,2.2150044567290297,2.2373312041979103,2.2853430301592597,2.2322340243007996,2.2481340318463703
GOSR1,3.43279909892093,3.1904821198386095,3.1789504240783595,3.1245316200664104,3.00184366773955,3.05958717012973,3.47082316316859,3.1201097012208803,3.0080386214978496,3.0446354227113903
